CityID,CityName,RegionID,LatestRecordedPopulation
5231,Canutillo,45,6321
5232,Canyon,45,13303
5233,Canyon,5,NULL
5234,Canyon,24,NULL
5235,Canyon City,38,703
5236,Canyon Creek,45,916
5237,Canyon Creek,27,NULL
5238,Canyon Day,3,1209
5239,Canyon Diablo,3,NULL
5240,Canyon Lake,45,21262
5241,Canyon Lake,5,10561
5242,Canyon Park,50,NULL
5243,Canyon Valley,45,NULL
5244,Canyondam,5,31
5245,Canyonville,38,1884
5246,Cap Rock,45,NULL
5247,Capa,43,NULL
5248,Capac,23,1890
5249,Cape Canaveral,10,9912
5250,Cape Carteret,34,1917
5251,Cape Charles,49,1009
5252,Cape Coral,10,154305
5253,Cape Elizabeth,20,NULL
5254,Cape Fair,26,NULL
5255,Cape Girardeau,26,37941
5256,Cape May,31,3607
5257,Cape May Court House,31,5338
5258,Cape May Point,31,291
5259,Cape Neddick,20,2568
5260,Cape Pole,2,NULL
5261,Cape Royale,45,670
5262,Cape Saint Claire,21,8747
5263,Cape Vincent,33,726
5264,Cape Yakataga,2,NULL
5265,Capistrano Beach,5,NULL
5266,Capitan,32,1489
5267,Capitol,27,NULL
5268,Capitol Heights,21,4337
5269,Capitola,5,9918
5270,Capitola,10,NULL
5271,Capleville,44,NULL
5272,Caplinger Mills,26,NULL
5273,Caplis,19,NULL
5274,Capon Bridge,51,355
5275,Capps,10,NULL
5276,Capps Switch,45,NULL
5277,Caprock,32,NULL
5278,Capron,37,23
5279,Capron,49,166
5280,Capron,14,1376
5281,Caps,45,NULL
5282,Captain Cook,12,3429
5283,Captains Cove,49,1042
5284,Captina,51,NULL
5285,Captiva,10,583
5286,Capulin,32,66
5287,Capulin,6,200
5288,Caputa,43,NULL
5289,Caratunk,20,NULL
5290,Caraway,4,1279
5291,Carbon,16,34
5292,Carbon,15,397
5293,Carbon,45,272
5294,Carbon Cliff,14,2134
5295,Carbon Hill,14,345
5296,Carbon Hill,1,2021
5297,Carbon Hill,36,233
5298,Carbonado,50,610
5299,Carbondale,6,6427
5300,Carbondale,36,NULL
5301,Carbondale,14,25902
5302,Carbondale,17,1437
5303,Carbondale,39,8891
5304,Carbonville,46,1567
5305,Carbury,35,NULL
5306,Cardiff,21,NULL
5307,Cardiff,6,NULL
5308,Cardiff,1,55
5309,Cardiff-by-the-Sea,5,NULL
5310,Cardin,37,3
5311,Cardington,36,2047
5312,Cardwell,27,50
5313,Cardwell,26,713
5314,Cardwell,18,NULL
5315,Carefree,15,NULL
5316,Carefree,3,3363
5317,Carencro,19,7526
5318,Carey,13,604
5319,Carey,36,3674
5320,Carey,45,NULL
5321,Careywood,13,NULL
5322,Cargray,45,NULL
5323,Caribou,5,0
5324,Caribou,20,8189
5325,Carl,11,255
5326,Carl,16,NULL
5327,Carl Junction,26,7445
5328,Carle Place,33,4981
5329,Carleton,28,91
5330,Carleton,23,2345
5331,Carleton,37,NULL
5332,Carlile,53,NULL
5333,Carlin,29,2368
5334,Carlinville,14,5917
5335,Carlisle,36,4915
5336,Carlisle,16,3876
5337,Carlisle,15,692
5338,Carlisle,39,18682
5339,Carlisle,42,436
5340,Carlisle,4,2214
5341,Carlisle,18,2010
5342,Carlisle,50,NULL
5343,Carlisle,22,NULL
5344,Carlisle,19,NULL
5345,Carlisle,24,NULL
5346,Carlisle,25,NULL
5347,Carlisle,33,NULL
5348,Carlisle,1,NULL
5349,Carlisle Gardens,33,NULL
5350,Carlock,14,552
5351,Carlos,24,502
5352,Carlos,45,NULL
5353,Carlos,21,153
5354,Carl's Corner,45,173
5355,Carlsbad,45,719
5356,Carlsbad,5,105328
5357,Carlsbad,32,26138
5358,Carlsborg,50,995
5359,Carlson,28,NULL
5360,Carlstadt,31,6127
5361,Carlsville,52,NULL
5362,Carlton,45,NULL
5363,Carlton,50,NULL
5364,Carlton,33,NULL
5365,Carlton,1,65
5366,Carlton,27,694
5367,Carlton,24,862
5368,Carlton,17,43
5369,Carlton,38,2007
5370,Carlton,11,260
5371,Carlyle,14,3281
5372,Carlyle,27,NULL
5373,Carlyle,17,NULL
5374,Carlyss,19,4670
5375,Carmel,15,79191
5376,Carmel,19,NULL
5377,Carmel,33,NULL
5378,Carmel,20,NULL
5379,Carmel,16,NULL
5380,Carmel Valley,5,NULL
5381,Carmel-by-the-Sea,5,3722
5382,Carmen,3,NULL
5383,Carmen,13,NULL
5384,Carmen,37,355
5385,Carmet,5,47
5386,Carmi,14,5240
5387,Carmichael,5,61762
5388,Carmichael,21,NULL
5389,Carmichaels,39,483
5390,Carmine,45,250
5391,Carnation,50,1786
5392,Carne,32,NULL
5393,Carnegie,37,1723
5394,Carnegie,11,NULL
5395,Carnegie,39,7972
5396,Carneiro,17,NULL
5397,Carnelian Bay,5,524
5398,Carnero,32,NULL
5399,Carnesville,11,577
5400,Carney,23,192
5401,Carney,21,29941
5402,Carney,37,647
5403,Carneys Point,31,7382
5404,Carnot,39,NULL
5405,Carnot-Moon,39,11372
5406,Carntown,18,NULL
5407,Caro,23,4229
5408,Caroga Lake,33,518
5409,Carol Stream,14,39711
5410,Caroleen,34,652
5411,Carolina,41,970
5412,Carolina,51,411
5413,Carolina,40,157832
5414,Carolina,1,297
5415,Carolina Beach,34,5706
5416,Carolina Shores,34,3048
5417,Caroline,52,270
5418,Caroline,33,NULL
5419,Carp,29,NULL
5420,Carp Lake,23,357
5421,Carpendale,51,977
5422,Carpenter,16,109
5423,Carpenter,53,94
5424,Carpenter,25,NULL
5425,Carpenter,43,NULL
5426,Carpenter,37,NULL
5427,Carpentersville,14,37691
5428,Carpenterville,38,NULL
5429,Carpinteria,5,13040
5430,Carpio,35,157
5431,Carr,6,NULL
5432,Carrabassett,20,NULL
5433,Carrabelle,10,2778
5434,Carrboro,34,19582
5435,Carrier,37,85
5436,Carrier Mills,14,1653
5437,Carriere,25,NULL
5438,Carrington,35,2065
5439,Carrizales,40,2738
5440,Carrizo,3,127
5441,Carrizo Springs,45,5368
5442,Carrizozo,32,996
5443,Carroll,30,NULL
5444,Carroll,16,10103
5445,Carroll,36,524
5446,Carroll,28,229
5447,Carroll Valley,39,3876
5448,Carrolls,50,NULL
5449,Carrollton,23,NULL
5450,Carrollton,33,NULL
5451,Carrollton,49,4574
5452,Carrollton,14,2484
5453,Carrollton,26,3784
5454,Carrollton,36,3241
5455,Carrollton,18,3938
5456,Carrollton,11,24388
5457,Carrollton,1,1019
5458,Carrollton,25,190
5459,Carrollton,45,119097
5460,Carrollton Manor,21,NULL
5461,Carrolltown,39,853
5462,Carrothers,36,NULL
5463,Carrsville,49,359
5464,Carrsville,18,50
5465,Carsins,21,NULL
5466,Carson,32,NULL
5467,Carson,5,91714
5468,Carson,50,2279
5469,Carson,35,293
5470,Carson,16,812
5471,Carson City,29,55274
5472,Carson City,23,1093
5473,Carsonville,23,527
5474,Carsonville,11,NULL
5475,Carta Valley,45,NULL
5476,Cartago,5,92
5477,Carter,53,10
5478,Carter,27,58
5479,Carter,44,NULL
5480,Carter,52,NULL
5481,Carter,25,NULL
5482,Carter,43,NULL
5483,Carter,18,NULL
5484,Carter,37,256
5485,Carter Lake,16,3785
5486,Carteret,31,22844
5487,Cartersville,11,19731
5488,Cartersville,49,NULL
5489,Carterville,26,1891
5490,Carterville,14,5496
5491,Carthage,26,14378
5492,Carthage,15,927
5493,Carthage,14,2605
5494,Carthage,43,144
5495,Carthage,33,3747
5496,Carthage,4,343
5497,Carthage,45,6779
5498,Carthage,44,2306
5499,Carthage,34,2205
5500,Carthage,25,5075
5501,Carthage,18,NULL
5502,Carthage,32,NULL
5503,Carthage,20,NULL
5504,Cartwright,37,609
5505,Cartwright,35,NULL
5506,Caruthers,5,2497
5507,Caruthersville,26,6168
5508,Carver,24,3724
5509,Carver,18,NULL
5510,Carver,22,NULL
5511,Carville,19,NULL
5512,Cary,34,135234
5513,Cary,25,313
5514,Cary,14,18271
5515,Carytown,26,271
5516,Caryville,44,2297
5517,Caryville,10,411
5518,Caryville,22,NULL
5519,Caryville,52,NULL
5520,Casa,4,171
5521,Casa Blanca,32,NULL
5522,Casa Blanca,3,1388
5523,Casa Colorada,32,272
5524,Casa Conejo,5,3249
5525,Casa de Oro,5,NULL
5526,Casa Grande,3,48571
5527,Casa Piedra,45,NULL
5528,Casar,34,297
5529,Casas Adobes,3,66795
5530,Cascade,13,939
5531,Cascade,16,2159
5532,Cascade,52,709
5533,Cascade,6,NULL
5534,Cascade,27,685
5535,Cascade Locks,38,1144
5536,Cascades,49,11912
5537,Cascadia,38,147
5538,Casco,20,587
5539,Casco,52,583
5540,Caselton,29,NULL
5541,Caseville,23,777
5542,Casey,16,426
5543,Casey,14,2769
5544,Caseyville,14,4245
5545,Cash,4,342
5546,Cash,45,NULL
5547,Cashel,35,NULL
5548,Cashiers,34,157
5549,Cashion,3,NULL
5550,Cashion,37,802
5551,Cashion Community,45,348
5552,Cashmere,50,3063
5553,Cashton,52,1102
5554,Cashtown,39,459
5555,Casitas Springs,5,NULL
5556,Casky,18,NULL
5557,Casmalia,5,138
5558,Casnovia,23,319
5559,Cason,45,NULL
5560,Caspar,5,509
5561,Casper,53,55316
5562,Caspian,23,906
5563,Caspiana,19,NULL
5564,Cass,51,52
5565,Cass,4,NULL
5566,Cass City,23,2428
5567,Cass Lake,24,770
5568,Cassa,53,NULL
5569,Cassadaga,10,NULL
5570,Cassadaga,33,634
5571,Cassandra,39,147
5572,Cassatt,42,NULL
5573,Casscoe,4,NULL
5574,Cassel,5,207
5575,Casselberry,10,26241
5576,Casselman,39,94
5577,Casselton,35,2329
5578,Cassoday,17,129
5579,Cassopolis,23,1774
5580,Casstown,36,267
5581,Cassville,51,701
5582,Cassville,26,3266
5583,Cassville,39,143
5584,Cassville,52,947
5585,Cassville,33,NULL
5586,Cassville,31,NULL
5587,Castaic,5,19015
5588,Castalia,16,173
5589,Castalia,36,852
5590,Castalia,34,268
5591,Castalian Springs,44,556
5592,Castana,16,147
5593,Castanea,39,1125
5594,Castaneda,37,NULL
5595,Castella,5,NULL
5596,Castile,33,1015
5597,Castine,36,130
5598,Castine,20,1029
5599,Castle,37,106
5600,Castle Dale,46,1630
5601,Castle Danger,24,NULL
5602,Castle Hayne,34,1202
5603,Castle Hills,45,4116
5604,Castle Park,5,NULL
5605,Castle Pines,6,10360
5606,Castle Point,26,3962
5607,Castle Rock,50,1982
5608,Castle Rock,6,48231
5609,Castle Rock,43,NULL
5610,Castle Shannon,39,8316
5611,Castle Valley,46,319
5612,Castleberry,1,583
5613,Castleford,13,226
5614,Castleton,47,1485
5615,Castleton,15,NULL
5616,Castleton,17,NULL
5617,Castleton-on-Hudson,33,1473
5618,Castlewood,43,627
5619,Castlewood,49,2045
5620,Castolon,45,NULL
5621,Castor,45,NULL
5622,Castor,19,258
5623,Castorland,33,351
5624,Castro Valley,5,61388
5625,Castroville,5,6481
5626,Castroville,45,2680
5627,Caswell Beach,34,398
5628,Cat Creek,27,NULL
5629,Cat Spring,45,NULL
5630,Catahoula,19,1094
5631,Catalina,3,7569
5632,Catalina Foothills,3,50796
5633,Cataño,40,28140
5634,Cataract,52,186
5635,Cataract,15,NULL
5636,Catarina,45,118
5637,Catasauqua,39,6436
5638,Cataula,11,NULL
5639,Catawba,42,1343
5640,Catawba,52,110
5641,Catawba,34,603
5642,Catawba,36,272
5643,Catawba Island,36,NULL
5644,Catawissa,39,1552
5645,Catesby,37,NULL
5646,Catharine,33,NULL
5647,Catharine,17,104
5648,Cathay,35,43
5649,Cathcart,50,2458
5650,Cathedral,6,14
5651,Cathedral City,5,51200
5652,Catherine,1,22
5653,Catherine,6,228
5654,Catheys Valley,5,825
5655,Cathlamet,50,532
5656,Catlett,49,296
5657,Catlettsburg,18,1856
5658,Catlin,14,2040
5659,Catlin,15,NULL
5660,Cato,15,NULL
5661,Cato,52,NULL
5662,Cato,4,NULL
5663,Cato,33,532
5664,Caton,33,NULL
5665,Catonsville,21,41567
5666,Catoosa,37,7151
5667,Catron,26,67
5668,Cats Bridge,49,229
5669,Catskill,33,4081
5670,Cattaraugus,33,1002
5671,Cattle Creek,6,641
5672,Caulfield,26,NULL
5673,Caulksville,4,213
5674,Causey,32,104
5675,Cauthron,4,NULL
5676,Cavalero Corner,50,NULL
5677,Cavalier,35,1302
5678,Cave,26,5
5679,Cave City,18,2240
5680,Cave City,4,1904
5681,Cave Creek,3,5015
5682,Cave Junction,38,1883
5683,Cave Spring,11,1200
5684,Cave Spring,49,24922
5685,Cave Springs,4,1729
5686,Cave-In-Rock,14,318
5687,Cavendish,47,179
5688,Cavetown,21,1473
5689,Cavour,43,114
5690,Cavour,52,NULL
5691,Cawker City,17,469
5692,Cawood,18,731
5693,Cayce,18,123
5694,Cayce,42,12528
5695,Cayey,40,16680
5696,Caylor,49,NULL
5697,Cayuco,40,1120
5698,Cayucos,5,2592
5699,Cayuga,15,1162
5700,Cayuga,35,27
5701,Cayuga,33,549
5702,Cayuga,45,NULL
5703,Cayuga Heights,33,3729
5704,Cayuse,38,68
5705,Cayuta,33,NULL
5706,Cazadero,5,354
5707,Cazenovia,33,2835
5708,Cazenovia,52,318
5709,Cearfoss,21,178
5710,Cebolla,32,NULL
5711,Cecil,39,NULL
5712,Cecil,38,NULL
5713,Cecil,4,NULL
5714,Cecil,1,NULL
5715,Cecil,52,570
5716,Cecil,11,286
5717,Cecil,36,188
5718,Cecilia,19,1980
5719,Cecilia,18,572
5720,Cecilton,21,663
5721,Cecilville,5,NULL
5722,Cedar,46,NULL
5723,Cedar,24,NULL
5724,Cedar,23,93
5725,Cedar,17,14
5726,Cedar Bluff,49,1137
5727,Cedar Bluff,1,1820
5728,Cedar Bluff,18,NULL
5729,Cedar Bluffs,17,NULL
5730,Cedar Bluffs,28,610
5731,Cedar Brook,31,NULL
5732,Cedar Butte,43,NULL
5733,Cedar City,26,NULL
5734,Cedar City,46,28857
5735,Cedar Creek,28,390
5736,Cedar Creek,4,NULL
5737,Cedar Creek,45,NULL
5738,Cedar Creek,3,318
5739,Cedar Crest,32,958
5740,Cedar Falls,16,39260
5741,Cedar Falls,50,NULL
5742,Cedar Fort,46,368
5743,Cedar Glen,5,NULL
5744,Cedar Grove,5,NULL
5745,Cedar Grove,31,NULL
5746,Cedar Grove,50,NULL
5747,Cedar Grove,44,NULL
5748,Cedar Grove,21,NULL
5749,Cedar Grove,19,NULL
5750,Cedar Grove,10,3397
5751,Cedar Grove,51,997
5752,Cedar Grove,15,156
5753,Cedar Grove,52,2113
5754,Cedar Grove,32,747
5755,Cedar Hill,45,45028
5756,Cedar Hill,44,314
5757,Cedar Hill,26,1721
5758,Cedar Hill,32,847
5760,Cedar Hill Lakes,26,237
5761,Cedar Hills,46,9796
5762,Cedar Key,10,702
5763,Cedar Knolls,31,NULL
5764,Cedar Lake,45,NULL
5765,Cedar Lake,15,11560
5766,Cedar Mills,24,45
5767,Cedar Mountain,50,NULL
5768,Cedar Mountain,34,NULL
5769,Cedar Park,45,48937
5770,Cedar Point,45,630
5771,Cedar Point,17,28
5772,Cedar Point,34,1279
5773,Cedar Point,14,277
5774,Cedar Rapids,28,382
5775,Cedar Rapids,16,126326
5776,Cedar Ridge,5,1132
5777,Cedar River,23,NULL
5778,Cedar Rock,34,300
5779,Cedar Slope,5,0
5780,Cedar Springs,11,74
5781,Cedar Springs,26,NULL
5782,Cedar Springs,23,3509
5783,Cedar Vale,17,579
5784,Cedar Valley,37,288
5785,Cedarburg,52,11412
5786,Cedaredge,6,2253
5787,Cedarhurst,21,NULL
5788,Cedarhurst,50,NULL
5789,Cedarhurst,33,6592
5790,Cedarpines Park,5,NULL
5791,Cedartown,11,9750
5792,Cedarville,4,1394
5793,Cedarville,14,741
5794,Cedarville,36,4019
5795,Cedarville,31,776
5796,Cedarville,33,NULL
5797,Cedarville,5,514
5798,Cedarville,21,717
5799,Cedarwood,6,NULL
5800,Cedonia,50,NULL
5801,Cedro,32,430
5802,Cee Vee,45,NULL
5803,Cego,45,NULL
5804,Ceiba,40,5633
5805,Celada,40,4081
5806,Celebration,10,7427
5807,Celeryville,36,210
5808,Celeste,45,814
5809,Celestine,15,NULL
5810,Celina,45,6028
5811,Celina,44,1495
5812,Celina,36,10400
5813,Celo,34,NULL
5814,Celoron,33,1112
5815,Cement,37,501
5816,Cement City,23,438
5817,Centenary,42,NULL
5818,Centenary,49,NULL
5819,Centennial,6,100377
5820,Centennial,53,270
5821,Centennial Park,3,1264
5822,Center,6,2230
5823,Center,4,NULL
5824,Center,11,NULL
5825,Center,37,NULL
5826,Center,45,5193
5827,Center,28,94
5828,Center,35,571
5829,Center,26,508
5830,Center City,24,628
5831,Center City,45,NULL
5832,Center Cross,49,NULL
5833,Center Hill,34,NULL
5834,Center Hill,4,NULL
5835,Center Hill,10,988
5836,Center Junction,16,111
5837,Center Line,23,8257
5838,Center Moriches,33,7580
5839,Center Ossipee,30,561
5840,Center Point,19,492
5841,Center Point,45,NULL
5842,Center Point,16,2421
5843,Center Point,15,242
5844,Center Point,1,16921
5845,Center Post,11,NULL
5846,Center Ridge,4,388
5847,Center Sandwich,30,123
5848,Center Square,39,NULL
5849,Centerburg,36,1773
5850,Centereach,33,31578
5851,Centerfield,46,1367
5852,Centerport,33,5508
5853,Centerport,39,387
5854,Centerton,4,9515
5855,Centertown,18,423
5856,Centertown,44,243
5857,Centertown,26,278
5858,Centerview,26,267
5859,Centerville,36,23999
5860,Centerville,24,3792
5861,Centerville,15,2552
5862,Centerville,26,191
5863,Centerville,16,5528
5864,Centerville,39,218
5865,Centerville,43,882
5867,Centerville,44,3644
5868,Centerville,34,89
5869,Centerville,11,7148
5870,Centerville,45,892
5871,Centerville,46,15335
5872,Centerville,50,112
5874,Centerville,5,392
5875,Centerville,4,NULL
5876,Centerville,8,NULL
5877,Centerville,33,NULL
5878,Centerville,17,NULL
5879,Centerville,22,NULL
5880,Centerville,19,NULL
5881,Centerville,42,NULL
5882,Centrahoma,37,97
5883,Central,42,5159
5884,Central,44,2279
5885,Central,15,NULL
5886,Central,23,NULL
5887,Central,46,613
5888,Central,3,645
5889,Central,19,26864
5890,Central,2,96
5891,Central Aguirre,40,1301
5892,Central Bridge,33,593
5893,Central City,18,5978
5894,Central City,14,1172
5895,Central City,4,502
5896,Central City,6,663
5897,Central City,39,1124
5898,Central City,28,2934
5899,Central City,43,134
5900,Central City,16,1257
5901,Central Falls,41,19376
5902,Central Garage,49,1318
5903,Central Gardens,45,4347
5904,Central Heights,3,NULL
5905,Central High,37,1199
5906,Central Islip,33,34450
5907,Central Lake,23,952
5908,Central Pacolet,42,216
5909,Central Park,50,2685
5910,Central Point,38,17169
5911,Central Point,49,NULL
5912,Central Square,33,1848
5913,Central Valley,50,NULL
5914,Central Valley,33,NULL
5915,Central Valley,46,528
5916,Centralhatchee,11,408
5917,Centralia,50,16336
5918,Centralia,39,10
5919,Centralia,17,512
5920,Centralia,26,4027
5921,Centralia,14,13032
5922,Centralia,16,134
5923,Centralia,37,NULL
5924,Centralia,45,NULL
5925,Centre,1,3489
5926,Centre Hall,39,1265
5927,Centre Island,33,410
5928,Centredale,41,NULL
5929,Centreville,49,71135
5930,Centreville,21,4285
5931,Centreville,14,5309
5932,Centreville,23,1425
5933,Centreville,25,1684
5934,Centreville,1,2778
5935,Centropolis,17,NULL
5936,Centuria,52,948
5937,Century,10,1698
5938,Century,51,115
5939,Ceredo,51,1450
5940,Ceres,5,45417
5941,Ceresco,28,889
5942,Cerrillos,32,321
5943,Cerrillos Hoyos,40,748
5944,Cerritos,5,49041
5945,Cerro Gordo,34,207
5946,Cerro Gordo,14,1403
5947,Cerulean,18,314
5948,Cestos,37,NULL
5949,Ceylon,24,369
5950,Chackbay,19,5177
5951,Chacra,6,329
5952,Chadbourn,34,1856
5953,Chadds Ford,39,NULL
5954,Chadron,28,5851
5955,Chadwick,31,1239
5956,Chadwick,14,551
5957,Chadwick,26,NULL
5958,Chadwicks,33,1506
5959,Chaffee,35,NULL
5960,Chaffee,26,2955
5961,Chagrin Falls,36,4113
5962,Chain O' Lakes,52,981
5963,Chain of Rocks,26,93
5964,Chain-O-Lakes,26,126
5965,Chaires,10,NULL
5966,Chalco,28,10994
5967,Chalfant,39,800
5968,Chalfant,5,651
5969,Chalfont,39,4009
5970,Chalk Mountain,45,NULL
5971,Chalkhill,39,141
5972,Chalkville,1,NULL
5973,Chalkyitsik,2,69
5974,Challenge,5,NULL
5975,Challis,13,1081
5976,Chalmers,15,508
5977,Chalmette,19,16751
5978,Chalybeate Springs,11,NULL
5979,Chama,6,NULL
5980,Chama,32,1022
5981,Chamberino,32,919
5982,Chamberlain,43,2387
5983,Chamberlayne Heights,49,5456
5984,Chamberlin,45,NULL
5985,Chambers,19,NULL
5986,Chambers,3,NULL
5987,Chambers,28,268
5988,Chambersburg,39,20268
5989,Chambersburg,15,NULL
5990,Chamblee,11,9892
5991,Chamisal,32,310
5992,Chamita,32,870
5993,Chamizal,32,101
5994,Chamois,26,396
5995,Champ,26,13
5996,Champaign,14,81055
5997,Champion,28,103
5998,Champion,23,NULL
5999,Champion,33,NULL
6000,Champion,36,NULL
6001,Champlain,49,NULL
6002,Champlain,33,1101
6003,Champlin,24,23089
6004,Chana,14,NULL
6005,Chance,21,353
6006,Chancellor,43,264
6007,Chancellor,1,NULL
6008,Chancellor,45,NULL
6009,Chandalar,2,NULL
6010,Chandler,24,270
6011,Chandler,15,2887
6012,Chandler,37,3100
6013,Chandler,45,2734
6014,Chandler,3,236123
6015,Chandler Heights,3,NULL
6016,Chandler Springs,1,NULL
6017,Chandlerville,14,553
6018,Chaneyville,21,NULL
6019,Chanhassen,24,22952
6020,Chaniliut,2,NULL
6021,Channahon,14,12560
6022,Channelview,45,38289
6023,Channing,45,363
6024,Chantilly,49,23039
6025,Chanute,17,9119
6026,Chaparral,32,14631
6027,Chapel Hill,44,1445
6028,Chapel Hill,34,57233
6029,Chapel Hill,18,NULL
6030,Chapin,16,87
6031,Chapin,42,1445
6032,Chapin,14,512
6033,Chaplin,7,NULL
6034,Chaplin,18,418
6035,Chapman,1,NULL
6036,Chapman,20,NULL
6037,Chapman,27,NULL
6038,Chapman,28,287
6039,Chapman,39,199
6040,Chapman,17,1393
6041,Chapman Ranch,45,NULL
6042,Chapmanville,51,1256
6043,Chappaqua,33,1436
6044,Chappell,28,929
6045,Chappell Hill,45,NULL
6046,Chappells,42,NULL
6047,Chaptico,21,NULL
6048,Charco,45,NULL
6049,Charco,3,52
6050,Chardon,36,5148
6052,Charenton,19,1903
6053,Charing,11,NULL
6054,Chariton,16,4321
6055,Charity,26,NULL
6056,Charlack,26,1363
6057,Charlemont,22,NULL
6058,Charleroi,39,4120
6059,Charles,11,NULL
6061,Charles City,49,133
6062,Charles City,16,7652
6063,Charles Town,51,5259
6064,Charleston,51,51400
6065,Charleston,14,21838
6066,Charleston,26,5947
6067,Charleston,25,2193
6068,Charleston,4,2494
6069,Charleston,44,677
6070,Charleston,42,120083
6071,Charleston,20,NULL
6072,Charleston,46,415
6073,Charleston,29,NULL
6074,Charleston,38,NULL
6075,Charleston,33,NULL
6076,Charleston,17,NULL
6077,Charleston,16,NULL
6078,Charleston,45,NULL
6079,Charlestown,41,NULL
6080,Charlestown,15,7585
6081,Charlestown,21,1183
6082,Charlestown,30,1152
6083,Charlevoix,23,2513
6084,Charlo,27,379
6085,Charlos Heights,27,120
6086,Charlotte,45,1715
6087,Charlotte,20,NULL
6088,Charlotte,47,NULL
6089,Charlotte,44,1235
6090,Charlotte,34,731424
6091,Charlotte,23,9074
6092,Charlotte,16,394
6093,Charlotte Amalie,48,NULL
6094,Charlotte Court House,49,543
6095,Charlotte Hall,21,1420
6096,Charlotte Harbor,10,3714
6097,Charlottesville,49,43475
6098,Charlton,33,NULL
6099,Charlton,22,NULL
6100,Charlton,21,171
6101,Charm,36,NULL
6102,Charter Oak,16,502
6103,Charter Oak,5,9310
6104,Charters,18,NULL
6105,Chase,21,NULL
6106,Chase,19,NULL
6107,Chase,52,NULL
6108,Chase,23,NULL
6109,Chase,2,34
6110,Chase,1,NULL
6111,Chase,17,477
6112,Chase City,49,2351
6113,Chase Crossing,49,377
6114,Chaseburg,52,284
6115,Chaseley,35,NULL
6116,Chaska,24,23770
6117,Chassahowitzka,10,NULL
6118,Chastang,1,NULL
6119,Chataignier,19,364
6120,Chatanika,2,NULL
6121,Chatawa,25,NULL
6122,Chatcolet,13,NULL
6123,Chateau Woods,45,NULL
6124,Chateaugay,33,833
6125,Chatfield,24,2779
6126,Chatfield,36,189
6127,Chatfield,4,NULL
6128,Chatham,2,NULL
6129,Chatham,25,NULL
6130,Chatham,39,NULL
6131,Chatham,30,NULL
6132,Chatham,14,11500
6133,Chatham,23,220
6134,Chatham,19,557
6135,Chatham,49,1269
6136,Chatham,33,1770
6137,Chatham,22,1421
6138,Chatham,31,8962
6139,Chatmoss,49,1698
6140,Chatom,1,1288
6141,Chatsworth,11,4299
6142,Chatsworth,16,79
6143,Chatsworth,14,1205
6144,Chatsworth,31,NULL
6145,Chattahoochee,10,3652
6146,Chattahoochee Hills,11,2378
6147,Chattanooga,37,461
6148,Chattanooga,36,NULL
6149,Chattanooga,44,167674
6150,Chattaroy,51,756
6151,Chattaroy,50,NULL
6152,Chatwood,39,NULL
6153,Chaumont,33,624
6154,Chauncey,36,1049
6155,Chauncey,11,342
6156,Chauncey,14,NULL
6157,Chautauqua,33,191
6158,Chautauqua,17,111
6159,Chauvin,19,2912
6160,Chavies,18,NULL
6161,Chazy,33,565
6162,Cheat Lake,51,7988
6163,Chebanse,14,1062
6164,Chebeague Island,20,NULL
6165,Cheboygan,23,4867
6166,Checotah,37,3335
6167,Cheektowaga,33,75178
6168,Chefornak,2,418
6169,Chehalis,50,7259
6170,Chelan,50,3890
6171,Chelan Falls,50,329
6172,Chelatchie,50,NULL
6173,Chelatna Lodge,2,NULL
6174,Chelmsford,22,NULL
6175,Chelsea,47,NULL
6176,Chelsea,52,113
6177,Chelsea,20,NULL
6178,Chelsea,37,1964
6179,Chelsea,1,10183
6180,Chelsea,22,35177
6181,Chelsea,43,27
6182,Chelsea,23,4944
6183,Chelsea,16,267
6184,Cheltenham,21,NULL
6185,Chelyan,51,776
6186,Chemult,38,NULL
6187,Chemung,33,NULL
6188,Chemung,14,308
6189,Chena Hot Springs,2,NULL
6190,Chenango Bridge,33,2883
6191,Chenequa,52,590
6192,Cheney,17,2094
6193,Cheney,50,10590
6194,Cheneyville,19,625
6195,Chenoa,14,1785
6196,Chenoweth,38,1855
6197,Chepachet,41,1675
6198,Cheraw,6,252
6199,Cheraw,42,5851
6200,Cheriton,49,487
6201,Chernofski,2,NULL
6202,Cherokee,45,NULL
6203,Cherokee,18,NULL
6204,Cherokee,5,69
6205,Cherokee,34,2138
6206,Cherokee,16,5253
6207,Cherokee,17,714
6208,Cherokee,1,1048
6209,Cherokee,37,1498
6210,Cherokee City,4,72
6211,Cherokee Falls,42,NULL
6212,Cherokee Pass,26,235
6213,Cherokee Strip,5,227
6214,Cherokee Village,4,4671
6215,Cherry,14,482
6216,Cherry Creek,33,461
6217,Cherry Creek,43,NULL
6218,Cherry Creek,29,NULL
6219,Cherry Fork,36,155
6220,Cherry Grove,36,4378
6221,Cherry Grove Beach,42,NULL
6222,Cherry Hill,31,NULL
6223,Cherry Hill,23,NULL
6224,Cherry Hill,21,NULL
6225,Cherry Hill,14,NULL
6226,Cherry Hill,49,16000
6227,Cherry Hills Village,6,5987
6228,Cherry Log,11,119
6229,Cherry Spring,45,NULL
6230,Cherry Tree,39,364
6231,Cherry Valley,39,66
6232,Cherry Valley,33,520
6233,Cherry Valley,5,6362
6234,Cherry Valley,14,3162
6235,Cherry Valley,4,651
6237,Cherryfield,20,NULL
